海本综排top20,1
海本综排top21-top35,2
海本综排top36-50,3
海本综排top51-top80,4
海本综排top81-120,5
海本综排靠后,6
清华北大,7
综合前十或专业优势,8
985,9
211,10
双非一本,11
双非二本,12
