1514,entity:school:669,regex:艺术与人文学院
1515,entity:school:541,regex:College of Arts and Humanities
1515,entity:school:541,regex:艺术与人文学院
1517,entity:school:636,regex:Media and Communications
1517,entity:school:636,regex:媒体与通信
1516,entity:school:663,regex:Sir John Cass Faculty of Art, Media and Design
1516,entity:school:663,regex:约翰卡斯爵士艺术学院，媒体与设计
1518,entity:school:636,regex:Anthropology
1518,entity:school:636,regex:人类学
1520,entity:school:625,regex:Anthropology
1520,entity:school:625,regex:人类学
1519,entity:school:563,regex:Anthropology
1519,entity:school:563,regex:人类学
1521,entity:school:696,regex:Department of Music
1521,entity:school:696,regex:音乐系
1522,entity:school:597,regex:Department of Music
1522,entity:school:597,regex:音乐系
1523,entity:school:601,regex:Department of Music
1523,entity:school:601,regex:音乐系
1526,entity:school:695,regex:Department of Music
1526,entity:school:695,regex:音乐系
1527,entity:school:629,regex:Department of Music
1527,entity:school:629,regex:音乐系
1528,entity:school:666,regex:School of Art and Design
1528,entity:school:666,regex:艺术与设计学院
1529,entity:school:578,regex:School of Art and Design
1529,entity:school:578,regex:艺术与设计学院
1524,entity:school:582,regex:Department of Music
1524,entity:school:582,regex:音乐系
1530,entity:school:568,regex:School of Art and Design
1530,entity:school:568,regex:艺术与设计学院
1525,entity:school:626,regex:Department of Music
1525,entity:school:626,regex:音乐系
1533,entity:school:566,regex:School of Art and Design
1533,entity:school:566,regex:艺术与设计学院
1531,entity:school:608,regex:School of Art and Design
1531,entity:school:608,regex:艺术与设计学院
1532,entity:school:690,regex:School of Art and Design
1532,entity:school:690,regex:艺术与设计学院
1537,entity:school:559,regex:Department of Physics
1537,entity:school:559,regex:物理系
1538,entity:school:695,regex:Department of Physics
1538,entity:school:695,regex:物理系
1536,entity:school:569,regex:School of Arts and Media
1536,entity:school:569,regex:艺术与媒体学院
1539,entity:school:569,regex:Department of Physics
1539,entity:school:569,regex:物理系
1541,entity:school:547,regex:Department of Physics
1541,entity:school:547,regex:物理系
1534,entity:school:683,regex:School of Arts and Media
1534,entity:school:683,regex:艺术与媒体学院
1540,entity:school:635,regex:Department of Physics
1540,entity:school:635,regex:物理系
1535,entity:school:654,regex:School of Arts and Media
1535,entity:school:654,regex:艺术与媒体学院
1542,entity:school:564,regex:Department of Physics
1542,entity:school:564,regex:物理系
1545,entity:school:565,regex:Department of Physics
1545,entity:school:565,regex:物理系
1546,entity:school:629,regex:Department of Physics
1546,entity:school:629,regex:物理系
1543,entity:school:669,regex:Department of Physics
1543,entity:school:669,regex:物理系
1548,entity:school:593,regex:Department of Physics
1548,entity:school:593,regex:物理系
1549,entity:school:601,regex:Department of Physics
1549,entity:school:601,regex:物理系
1550,entity:school:686,regex:Department of Physics
1550,entity:school:686,regex:物理系
1551,entity:school:626,regex:Department of Physics
1551,entity:school:626,regex:物理系
1552,entity:school:669,regex:College of Medicine
1552,entity:school:669,regex:医学院
1553,entity:school:565,regex:Department of Electronic and Electrical Engineering
1553,entity:school:565,regex:电子电气工程系
1555,entity:school:559,regex:Department of Electronic and Electrical Engineering
1555,entity:school:559,regex:电子电气工程系
1554,entity:school:624,regex:Department of Electronic and Electrical Engineering
1554,entity:school:624,regex:电子电气工程系
1556,entity:school:610,regex:Centre for Energy, Petroleum and Mineral Law and Policy - CEPMLP
1556,entity:school:610,regex:能源中心，石油和矿产的法律和政策cepmlp
1557,entity:school:671,regex:Lancaster Environment Centre
1557,entity:school:671,regex:兰开斯特环境中心
1544,entity:school:602,regex:Department of Physics
1544,entity:school:602,regex:物理系
1558,entity:school:628,regex:School of Art, Design and Performance
1558,entity:school:628,regex:艺术学校设计与表演
1559,entity:school:589,regex:The Media School
1559,entity:school:589,regex:媒介学校
1560,entity:school:587,regex:Accounting and Finance
1560,entity:school:587,regex:会计与金融
1561,entity:school:614,regex:Accounting and Finance
1561,entity:school:614,regex:会计与金融
1563,entity:school:561,regex:Accounting and Finance
1563,entity:school:561,regex:会计与金融
1562,entity:school:540,regex:Accounting and Finance
1562,entity:school:540,regex:会计与金融
1547,entity:school:696,regex:Department of Physics
1547,entity:school:696,regex:物理系
1564,entity:school:603,regex:Accounting and Finance
1564,entity:school:603,regex:会计与金融
1565,entity:school:671,regex:Accounting and Finance
1565,entity:school:671,regex:会计与金融
1566,entity:school:653,regex:Accounting and Finance
1566,entity:school:653,regex:会计与金融
1567,entity:school:671,regex:Computing
1567,entity:school:671,regex:计算
1568,entity:school:638,regex:Computing
1568,entity:school:638,regex:计算
1569,entity:school:636,regex:Computing
1569,entity:school:636,regex:计算
1570,entity:school:661,regex:Computing
1570,entity:school:661,regex:计算
1571,entity:school:627,regex:Computing
1571,entity:school:627,regex:计算
1572,entity:school:615,regex:Computing
1572,entity:school:615,regex:计算
1573,entity:school:668,regex:Computing
1573,entity:school:668,regex:计算
1574,entity:school:548,regex:School of Engineering and the Built Environment
1574,entity:school:548,regex:工程与建筑环境学院
1575,entity:school:554,regex:School of Culture and Creative Arts
1575,entity:school:554,regex:文化艺术学校
1576,entity:school:608,regex:School of Architecture, Design and the Built Environment
1576,entity:school:608,regex:建筑设计与建筑环境学院
1577,entity:school:550,regex:School of History
1577,entity:school:550,regex:历史学派
1578,entity:school:546,regex:School of History
1578,entity:school:546,regex:历史学派
1581,entity:school:597,regex:School of History
1581,entity:school:597,regex:历史学派
1580,entity:school:570,regex:School of History
1580,entity:school:570,regex:历史学派
1579,entity:school:635,regex:School of History
1579,entity:school:635,regex:历史学派
1582,entity:school:641,regex:School of History
1582,entity:school:641,regex:历史学派
1583,entity:school:544,regex:Essex Business School
1583,entity:school:544,regex:埃塞克斯商学院
1584,entity:school:632,regex:Faculty of Arts and Social Sciences
1584,entity:school:632,regex:艺术与社会科学学院
1585,entity:school:540,regex:Faculty of Arts and Social Sciences
1585,entity:school:540,regex:艺术与社会科学学院
1586,entity:school:569,regex:Faculty of Arts and Social Sciences
1586,entity:school:569,regex:艺术与社会科学学院
1587,entity:school:671,regex:Faculty of Arts and Social Sciences
1587,entity:school:671,regex:艺术与社会科学学院
1588,entity:school:667,regex:Henley Business School
1588,entity:school:667,regex:亨利商学院
1589,entity:school:661,regex:Politics
1589,entity:school:661,regex:政治
1590,entity:school:563,regex:Politics
1590,entity:school:563,regex:政治
1591,entity:school:610,regex:Politics
1591,entity:school:610,regex:政治
1592,entity:school:561,regex:Politics
1592,entity:school:561,regex:政治
1593,entity:school:571,regex:Politics
1593,entity:school:571,regex:政治
1594,entity:school:636,regex:Politics
1594,entity:school:636,regex:政治
1595,entity:school:656,regex:Institute of Health and Society
1595,entity:school:656,regex:卫生与社会研究所
1596,entity:school:575,regex:Institute of Health and Society
1596,entity:school:575,regex:卫生与社会研究所
1597,entity:school:546,regex:School of Social Policy, Sociology and Social Research
1597,entity:school:546,regex:社会政策学、社会学与社会学研究
1598,entity:school:641,regex:School of Politics and International Studies
1598,entity:school:641,regex:政治学与国际研究学院
1599,entity:school:694,regex:Carnegie Faculty
